File Path,C:\Users\multi\Desktop\test2012キビタキ\20120425_0500_0700_RedDS800006_9.wav
キビタキ,雑音,34.39,0.33,2.19,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,2.9409E-001,1.0000E+000,6.3109E-001,5.7858E-001,5.5431E-001,5.2288E-001,3.9668E-001,3.2386E-001,2.2974E-001,3.8907E-002,0.0000E+000,0.0000E+000,1.0000E+000,9.0218E-001,6.0327E-001,4.0219E-001,2.5373E-001,5.6870E-002,8.4776E-003,9.4090E-003,1.6891E-002,2.3441E-002,2.8790E-002,3.8988E-002,4.5710E-002,4.7583E-002,4.6394E-002,4.1622E-002,3.8039E-002,3.2155E-002,2.1701E-002,1.7129E-002,1.9284E-002,2.9028E-002,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,
キビタキ,Unknown,108.41,0.42,5.52,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,3.0007E-001,1.0000E+000,7.5853E-001,6.4819E-001,4.5947E-001,3.4723E-001,3.7711E-001,3.3626E-001,2.3801E-001,3.7936E-002,0.0000E+000,0.0000E+000,1.0000E+000,8.5505E-001,4.7679E-001,2.4348E-001,1.4835E-001,4.4837E-002,3.6457E-002,2.8856E-002,1.5958E-002,1.0660E-002,1.6971E-002,3.4731E-002,5.4960E-002,6.3740E-002,6.3460E-002,5.3109E-002,4.3038E-002,3.2613E-002,2.0342E-002,1.8496E-002,2.4562E-002,3.8498E-002,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,
キビタキ,Unknown,269.26,0.72,6.16,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,3.6336E-001,1.0000E+000,5.5546E-001,4.8422E-001,4.1449E-001,3.3792E-001,2.8453E-001,2.7068E-001,1.9079E-001,3.4290E-002,0.0000E+000,0.0000E+000,1.0000E+000,7.1339E-001,2.4271E-001,5.8639E-002,4.8722E-002,4.5814E-002,5.2823E-002,4.3013E-002,3.2503E-002,3.1804E-002,4.2616E-002,3.9444E-002,1.9744E-002,1.4028E-002,1.9758E-002,2.6954E-002,2.8422E-002,1.9453E-002,7.3743E-003,4.2634E-003,2.9879E-003,5.1572E-003,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,
キビタキ,Unknown,271.42,0.39,4.89,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,3.7179E-001,1.0000E+000,7.4241E-001,6.4441E-001,5.2111E-001,4.5889E-001,3.7360E-001,3.6472E-001,2.8337E-001,3.9936E-002,0.0000E+000,0.0000E+000,1.0000E+000,8.4696E-001,4.4914E-001,2.0436E-001,1.1083E-001,2.0385E-002,2.3469E-002,2.4779E-002,1.8970E-002,1.1851E-002,7.4279E-003,2.2659E-003,1.5066E-003,1.4865E-003,2.6253E-003,9.5219E-003,1.5280E-002,2.6830E-002,4.9845E-002,6.1310E-002,6.1447E-002,4.9058E-002,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,
キビタキ,Unknown,272.09,0.81,4.39,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,3.9142E-001,1.0000E+000,7.0701E-001,5.4124E-001,4.3425E-001,3.5065E-001,3.1108E-001,2.7770E-001,2.4151E-001,3.5571E-002,0.0000E+000,0.0000E+000,1.0000E+000,5.1193E-001,9.1789E-002,3.8246E-002,1.5634E-002,1.8280E-003,2.8004E-003,3.1755E-003,1.3496E-003,1.3091E-003,5.2324E-003,1.7495E-002,2.8988E-002,1.6999E-002,3.1300E-003,5.5033E-003,1.0163E-002,1.1998E-002,8.7895E-003,5.6018E-003,1.6515E-002,2.3327E-002,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,
キビタキ,Unknown,434.19,0.35,6.44,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,4.7814E-001,1.0000E+000,4.2042E-001,3.0505E-001,2.8910E-001,2.0896E-001,1.7404E-001,1.5553E-001,1.1233E-001,2.2208E-002,0.0000E+000,0.0000E+000,1.0000E+000,8.9704E-001,5.9706E-001,4.0004E-001,2.7321E-001,1.0480E-001,6.3202E-002,4.5038E-002,1.4995E-002,3.1165E-003,3.8087E-003,1.1242E-002,2.5552E-002,3.3121E-002,3.9280E-002,4.6686E-002,4.7934E-002,4.9822E-002,6.1189E-002,7.0668E-002,7.8713E-002,8.3418E-002,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,
キビタキ,Unknown,451.26,0.49,4.72,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,3.1200E-001,1.0000E+000,8.2155E-001,6.0976E-001,5.4851E-001,4.4610E-001,3.6271E-001,3.3166E-001,2.4564E-001,4.0908E-002,0.0000E+000,0.0000E+000,1.0000E+000,8.0985E-001,3.7821E-001,1.3672E-001,7.5224E-002,7.6891E-003,1.6519E-003,8.5718E-004,5.1065E-004,9.5883E-004,4.0727E-003,8.4737E-003,6.2122E-003,2.6636E-003,2.0764E-003,2.5665E-003,3.6438E-003,2.9126E-003,1.4381E-003,6.9491E-004,7.3827E-004,1.6727E-003,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,
キビタキ,Unknown,451.84,0.35,1.65,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,2.3682E-001,1.0000E+000,8.7213E-001,6.9872E-001,5.1239E-001,4.6512E-001,4.4604E-001,3.4462E-001,2.4508E-001,4.1129E-002,0.0000E+000,0.0000E+000,1.0000E+000,8.8191E-001,5.4147E-001,3.1912E-001,1.8879E-001,3.8294E-002,1.8129E-002,2.3122E-002,2.4289E-002,2.0462E-002,1.7624E-002,1.3489E-002,8.5637E-003,4.9355E-003,3.5413E-003,5.7677E-003,9.3883E-003,1.1921E-002,1.1130E-002,7.8067E-003,4.1675E-003,2.4945E-003,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,
キビタキ,雑音,452.16,0.37,4.74,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,2.6538E-001,1.0000E+000,9.2829E-001,7.6413E-001,6.0437E-001,5.9431E-001,5.2936E-001,5.2076E-001,4.0853E-001,5.5054E-002,0.0000E+000,0.0000E+000,1.0000E+000,8.5907E-001,4.8443E-001,2.5073E-001,1.4733E-001,2.9963E-002,1.5985E-002,9.8032E-003,3.1731E-003,2.7243E-003,4.9352E-003,8.0217E-003,9.3060E-003,9.7148E-003,8.2357E-003,1.0171E-002,1.3585E-002,2.0091E-002,2.4952E-002,2.3307E-002,1.5863E-002,4.5643E-003,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,
キビタキ,Unknown,452.51,1.09,1.11,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,2.7232E-001,1.0000E+000,7.8714E-001,6.2480E-001,5.2942E-001,3.9973E-001,3.9784E-001,3.3951E-001,2.5700E-001,4.0053E-002,0.0000E+000,0.0000E+000,1.0000E+000,3.7239E-001,3.4759E-002,1.2928E-002,3.0742E-003,4.6774E-004,3.1391E-003,6.7052E-003,7.6831E-003,8.8094E-003,6.6408E-003,3.3996E-003,1.7050E-003,4.4597E-003,2.1312E-003,3.1167E-003,8.3733E-003,6.8599E-003,1.5827E-003,4.4013E-004,3.5456E-003,7.3593E-003,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,
