File Path,C:\Users\morishita\Music\bird\キビタキ\初認用\キビタキ自動録音\2009\tattayama20090616_0450_0455.WAV
キビタキ,,10.05,0.77,25.43,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,3.0898E-003,1.3632E-002,2.4944E-002,4.2834E-001,6.5070E-001,3.0037E-001,1.0000E+000,3.1161E-001,5.6747E-002,2.9804E-004,0.0000E+000,0.0000E+000,1.0000E+000,6.7815E-001,3.1085E-001,2.4187E-001,2.5829E-001,2.5153E-001,2.5837E-001,3.5073E-001,4.5663E-001,4.6972E-001,3.7692E-001,2.9997E-001,2.3326E-001,1.8009E-001,1.8107E-001,2.7053E-001,3.8466E-001,4.4182E-001,4.5305E-001,3.9685E-001,2.8520E-001,1.8599E-001,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,
キビタキ,,15.79,0.51,24.62,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,1.6133E-003,5.6184E-003,9.1158E-003,2.6719E-001,4.5659E-001,2.6851E-001,1.0000E+000,4.4081E-001,5.7516E-003,6.0360E-004,0.0000E+000,0.0000E+000,1.0000E+000,7.8612E-001,3.3507E-001,9.7900E-002,5.2333E-002,4.4684E-002,8.2603E-002,1.6814E-001,2.5187E-001,2.5006E-001,1.9161E-001,1.0825E-001,6.4187E-002,4.5033E-002,3.1594E-002,6.0614E-002,1.0307E-001,1.6391E-001,2.6068E-001,2.9661E-001,2.8082E-001,1.8875E-001,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,
キビタキ,,20.25,0.37,23.13,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,3.6630E-003,1.1802E-002,1.2754E-002,1.1791E-001,2.1788E-001,2.8409E-001,1.0000E+000,2.1855E-001,1.7756E-002,3.0945E-004,0.0000E+000,0.0000E+000,1.0000E+000,8.8707E-001,5.7235E-001,3.7056E-001,2.5697E-001,1.2196E-001,1.0055E-001,1.1515E-001,1.3531E-001,1.4087E-001,1.1553E-001,6.2127E-002,2.6397E-002,1.8735E-002,2.8019E-002,6.2184E-002,8.7064E-002,1.0868E-001,1.2719E-001,1.2408E-001,1.0688E-001,7.4745E-002,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,
キビタキ,,29.19,0.58,32.23,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,3.7972E-003,6.3789E-003,2.9282E-003,1.1600E-002,2.8383E-002,2.7602E-001,1.0000E+000,4.7502E-001,5.3835E-003,4.5833E-004,0.0000E+000,0.0000E+000,1.0000E+000,7.2180E-001,2.7842E-001,1.1324E-001,1.2424E-001,9.9256E-002,6.3273E-002,1.3063E-001,2.2255E-001,2.4711E-001,1.7507E-001,8.2909E-002,6.2074E-002,6.1362E-002,5.6462E-002,6.7601E-002,8.3640E-002,1.0350E-001,1.3241E-001,1.4147E-001,1.4258E-001,1.4614E-001,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,
キビタキ,,40.75,1.00,25.72,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,3.5895E-003,1.2290E-002,1.2468E-002,6.4920E-002,2.1000E-001,2.1227E-001,1.0000E+000,2.6907E-001,1.9838E-002,4.4879E-004,0.0000E+000,0.0000E+000,1.0000E+000,6.8165E-001,3.2824E-001,1.5763E-001,4.8912E-002,2.9434E-002,9.3965E-002,1.7199E-001,2.3535E-001,2.7825E-001,2.3718E-001,1.2865E-001,4.6733E-002,3.8701E-002,5.6423E-002,1.5381E-001,3.0905E-001,3.7296E-001,3.5976E-001,2.9507E-001,1.6972E-001,6.8744E-002,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,
キビタキ,,41.73,0.39,17.40,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,1.3953E-002,3.7940E-002,4.3747E-002,1.0000E+000,8.9793E-001,1.8733E-002,2.4174E-002,2.8532E-002,1.3775E-002,1.5943E-003,0.0000E+000,0.0000E+000,1.0000E+000,8.7724E-001,5.3836E-001,3.2224E-001,2.2404E-001,1.4993E-001,1.7403E-001,2.1036E-001,2.2757E-001,2.0845E-001,1.5522E-001,7.5456E-002,6.2314E-002,7.5714E-002,9.4410E-002,1.1030E-001,1.0749E-001,8.4583E-002,4.0554E-002,1.9437E-002,1.8701E-002,3.1318E-002,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,
キビタキ,,42.42,0.35,19.97,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,5.5557E-003,1.9181E-002,5.3162E-002,7.2983E-001,1.0000E+000,2.1890E-002,1.7265E-002,2.2111E-002,7.6770E-003,6.3905E-004,0.0000E+000,0.0000E+000,1.0000E+000,9.7154E-001,8.7478E-001,8.0648E-001,7.3405E-001,6.1132E-001,5.6102E-001,5.3662E-001,5.0172E-001,4.9123E-001,4.8131E-001,4.5761E-001,4.3064E-001,4.1745E-001,4.1094E-001,4.0598E-001,4.0753E-001,4.1305E-001,4.2225E-001,4.2593E-001,4.2500E-001,4.2057E-001,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,
キビタキ,,43.91,0.53,28.81,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,7.1580E-004,2.5513E-003,9.3791E-003,5.7080E-002,2.9190E-001,2.1666E-001,1.0000E+000,2.2476E-001,3.4166E-003,4.0559E-004,0.0000E+000,0.0000E+000,1.0000E+000,7.1124E-001,2.1126E-001,3.1261E-005,4.4743E-002,5.0484E-002,1.1512E-002,5.0380E-002,1.2705E-001,1.6484E-001,1.0821E-001,3.0074E-002,5.8077E-002,1.0759E-001,1.2728E-001,1.2094E-001,9.4907E-002,9.5197E-002,7.9553E-002,6.3621E-002,3.4031E-002,5.7386E-002,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,
キビタキ,,52.55,0.63,28.92,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,9.6629E-004,3.4345E-003,3.8340E-003,1.2424E-002,5.1233E-002,1.3030E-001,1.0000E+000,1.8526E-001,1.1680E-002,7.0800E-005,0.0000E+000,0.0000E+000,1.0000E+000,6.7642E-001,2.7520E-001,1.9755E-001,3.2753E-001,3.5313E-001,2.4874E-001,2.4962E-001,3.1394E-001,3.7738E-001,2.6795E-001,1.9095E-001,2.4850E-001,2.7363E-001,1.9353E-001,1.7038E-001,2.2733E-001,2.3157E-001,1.6104E-001,8.6286E-002,1.0838E-001,1.4557E-001,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,
キビタキ,,55.26,1.04,31.65,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,1.4275E-003,5.7753E-003,2.3777E-002,2.9889E-001,7.1832E-001,2.8057E-001,1.0000E+000,3.6206E-001,4.5762E-003,3.2384E-004,0.0000E+000,0.0000E+000,1.0000E+000,5.2078E-001,1.3871E-001,2.1122E-001,1.3400E-001,3.1158E-002,9.6612E-002,1.1470E-001,8.4850E-002,8.0120E-002,6.5073E-002,3.8216E-002,7.6889E-002,1.0937E-001,7.7055E-002,8.9578E-002,1.1760E-001,1.2126E-001,1.8904E-001,2.0919E-001,8.7144E-002,6.1839E-002,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,
